Opportunity_ID,Deal_Name,Account_Name,Sales_Rep,Region,Lead_Source,Stage,Amount_USD,Close_Date,Created_Date,Days_in_Stage,Product_Tier,Competitor_Mentioned,Loss_Reason,Is_Outlier,Sales_Cycle_Duration,Month_Created,Month_Closed,Quarter_Created,Quarter_Closed
OPP-10977,Deal for Velocity Systems,Velocity Systems,Charlie Brown,North America,Event,Closed Lost,2971.01,2025-06-19,2025-02-07,121,Basic,Yes,Internal Prioritization,False,132,2025-02,2025-06,2025Q1,2025Q2
OPP-10509,Deal for Prime Ventures,Prime Ventures,Diana Miller,APAC,Social Media,Closed Lost,9781.88,2024-10-13,2024-08-13,61,Pro,Yes,Budget,False,61,2024-08,2024-10,2024Q3,2024Q4
OPP-10267,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,North America,Website,Closed Lost,3101.32,2024-10-13,2024-08-01,66,Basic,No,Internal Prioritization,False,73,2024-08,2024-10,2024Q3,2024Q4
OPP-10823,Deal for Pioneer Systems,Pioneer Systems,Charlie Brown,APAC,Partner,Closed Lost,4196.69,2025-09-28,2025-05-18,123,Enterprise,No,No Need,False,133,2025-05,2025-09,2025Q2,2025Q3
OPP-10441,Deal for GlobalTech,GlobalTech,Charlie Brown,APAC,Referral,Closed Lost,3953.69,2025-08-09,2025-04-11,120,Basic,No,Timing,False,120,2025-04,2025-08,2025Q2,2025Q3
OPP-10496,Deal for Velocity Systems,Velocity Systems,Diana Miller,North America,Partner,Closed Lost,6210.83,2025-04-01,2024-12-18,89,Enterprise,No,Internal Prioritization,False,104,2024-12,2025-04,2024Q4,2025Q2
OPP-10112,Deal for Zenith Global,Zenith Global,Eve Davis,EMEA,Website,Closed Lost,2280.21,2025-02-04,2025-01-05,30,Pro,Yes,Competitor,False,30,2025-01,2025-02,2025Q1,2025Q1
OPP-10691,Deal for Elevate Solutions,Elevate Solutions,Alice Johnson,North America,Event,Closed Lost,5374.5,2025-06-24,2025-03-03,113,Enterprise,Yes,Internal Prioritization,False,113,2025-03,2025-06,2025Q1,2025Q2
OPP-10232,Deal for Horizon Digital,Horizon Digital,Alice Johnson,APAC,Social Media,Closed Lost,3506.25,2024-11-19,2024-07-09,121,Basic,No,Timing,False,133,2024-07,2024-11,2024Q3,2024Q4
OPP-10873,Deal for Catalyst Group,Catalyst Group,Alice Johnson,EMEA,Referral,Closed Lost,4143.91,2024-12-20,2024-09-30,76,Enterprise,No,Timing,False,81,2024-09,2024-12,2024Q3,2024Q4
OPP-10607,Deal for Zenith Global,Zenith Global,Alice Johnson,APAC,Partner,Closed Won,1889.23,2025-01-03,2024-10-26,63,Basic,No,NaN,False,69,2024-10,2025-01,2024Q4,2025Q1
OPP-10671,Deal for Fusion Innovations,Fusion Innovations,Alice Johnson,EMEA,Social Media,Closed Lost,5919.6,2025-05-28,2025-01-19,110,Enterprise,No,No Need,False,129,2025-01,2025-05,2025Q1,2025Q2
OPP-10373,Deal for Elevate Solutions,Elevate Solutions,Charlie Brown,North America,Website,Closed Lost,10135.0,2025-06-23,2025-05-14,40,Enterprise,No,Price,False,40,2025-05,2025-06,2025Q2,2025Q2
OPP-10986,Deal for Quantum Labs,Quantum Labs,Eve Davis,EMEA,Event,Closed Lost,630.16,2025-03-31,2025-01-12,68,Basic,Yes,Timing,False,78,2025-01,2025-03,2025Q1,2025Q1
OPP-10846,Deal for Apex Solutions,Apex Solutions,Alice Johnson,EMEA,Website,Closed Lost,7182.06,2025-04-15,2025-02-02,72,Pro,No,Competitor,False,72,2025-02,2025-04,2025Q1,2025Q2
OPP-10233,Deal for SynergyCorp,SynergyCorp,Bob Williams,APAC,Partner,Closed Won,11359.46,2024-11-15,2024-08-21,80,Enterprise,Yes,NaN,False,86,2024-08,2024-11,2024Q3,2024Q4
OPP-10789,Deal for Elite Dynamics,Elite Dynamics,Eve Davis,APAC,Referral,Closed Lost,14992.54,2025-02-10,2024-11-08,83,Enterprise,Yes,Competitor,False,94,2024-11,2025-02,2024Q4,2025Q1
OPP-10676,Deal for Nexus Enterprises,Nexus Enterprises,Alice Johnson,EMEA,Partner,Closed Lost,7648.57,2025-01-27,2024-10-03,99,Pro,Yes,Competitor,False,116,2024-10,2025-01,2024Q4,2025Q1
OPP-10317,Deal for Horizon Digital,Horizon Digital,Bob Williams,North America,Social Media,Closed Lost,7146.08,2025-06-13,2025-01-15,149,Pro,No,No Need,False,149,2025-01,2025-06,2025Q1,2025Q2
OPP-10648,Deal for Catalyst Group,Catalyst Group,Charlie Brown,APAC,Referral,Closed Lost,2722.45,2024-09-17,2024-06-03,106,Basic,Yes,Features,False,106,2024-06,2024-09,2024Q2,2024Q3
OPP-10410,Deal for InnovateCo,InnovateCo,Diana Miller,North America,Referral,Closed Lost,2013.29,2025-07-07,2025-05-05,44,Pro,Yes,Competitor,False,63,2025-05,2025-07,2025Q2,2025Q3
OPP-10902,Deal for Horizon Digital,Horizon Digital,Alice Johnson,APAC,Social Media,Closed Lost,3807.95,2025-10-05,2025-05-23,124,Pro,Yes,Competitor,False,135,2025-05,2025-10,2025Q2,2025Q4
OPP-10709,Deal for BrightSpark,BrightSpark,Alice Johnson,APAC,Cold Call,Closed Lost,6571.38,2024-10-28,2024-09-16,25,Pro,No,Competitor,False,42,2024-09,2024-10,2024Q3,2024Q4
OPP-10358,Deal for Elite Dynamics,Elite Dynamics,Diana Miller,North America,Referral,Closed Lost,5436.43,2024-12-03,2024-07-28,116,Enterprise,Yes,Competitor,False,128,2024-07,2024-12,2024Q3,2024Q4
OPP-10258,Deal for Zenith Global,Zenith Global,Eve Davis,APAC,Event,Closed Lost,2148.51,2025-05-02,2024-12-03,150,Pro,Yes,Budget,False,150,2024-12,2025-05,2024Q4,2025Q2
OPP-10744,Deal for Fusion Innovations,Fusion Innovations,Eve Davis,APAC,Cold Call,Closed Lost,1413.35,2024-11-08,2024-06-15,138,Basic,Yes,Features,False,146,2024-06,2024-11,2024Q2,2024Q4
OPP-10627,Deal for Veridian Corp,Veridian Corp,Alice Johnson,APAC,Website,Closed Lost,5558.96,2025-07-06,2025-04-12,85,Basic,No,Competitor,False,85,2025-04,2025-07,2025Q2,2025Q3
OPP-10632,Deal for Horizon Digital,Horizon Digital,Alice Johnson,APAC,Social Media,Closed Won,5747.91,2025-05-11,2025-02-18,62,Pro,Yes,NaN,False,82,2025-02,2025-05,2025Q1,2025Q2
OPP-10282,Deal for Veridian Corp,Veridian Corp,Charlie Brown,North America,Cold Call,Closed Lost,9676.89,2024-10-30,2024-06-13,130,Enterprise,No,Price,False,139,2024-06,2024-10,2024Q2,2024Q4
OPP-10376,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,APAC,Cold Call,Closed Lost,12629.48,2025-03-16,2025-02-10,34,Enterprise,No,No Need,False,34,2025-02,2025-03,2025Q1,2025Q1
OPP-10384,Deal for BrightSpark,BrightSpark,Eve Davis,APAC,Event,Closed Lost,14076.94,2025-01-18,2024-10-07,103,Enterprise,Yes,No Need,False,103,2024-10,2025-01,2024Q4,2025Q1
OPP-10224,Deal for BrightSpark,BrightSpark,Charlie Brown,APAC,Referral,Closed Lost,8265.5,2024-10-30,2024-06-23,118,Pro,Yes,Features,False,129,2024-06,2024-10,2024Q2,2024Q4
OPP-10958,Deal for Elevate Solutions,Elevate Solutions,Diana Miller,North America,Referral,Closed Lost,6436.03,2025-05-22,2025-03-26,37,Enterprise,Yes,No Need,False,57,2025-03,2025-05,2025Q1,2025Q2
OPP-10947,Deal for Astra Dynamics,Astra Dynamics,Diana Miller,EMEA,Partner,Closed Lost,3197.5,2025-05-21,2025-02-15,95,Pro,No,Competitor,False,95,2025-02,2025-05,2025Q1,2025Q2
OPP-10472,Deal for Elite Dynamics,Elite Dynamics,Bob Williams,APAC,Referral,Closed Lost,12025.35,2025-09-29,2025-04-17,149,Enterprise,No,Competitor,False,165,2025-04,2025-09,2025Q2,2025Q3
OPP-10347,Deal for BrightSpark,BrightSpark,Alice Johnson,EMEA,Social Media,Closed Lost,6940.58,2024-07-24,2024-06-23,24,Enterprise,Yes,Budget,False,31,2024-06,2024-07,2024Q2,2024Q3
OPP-10505,Deal for Pioneer Systems,Pioneer Systems,Bob Williams,APAC,Partner,Closed Lost,1908.5,2024-11-06,2024-09-19,30,Basic,No,Timing,False,48,2024-09,2024-11,2024Q3,2024Q4
OPP-10639,Deal for InnovateCo,InnovateCo,Charlie Brown,North America,Referral,Closed Lost,2151.54,2024-12-08,2024-10-23,46,Enterprise,Yes,Internal Prioritization,False,46,2024-10,2024-12,2024Q4,2024Q4
OPP-10992,Deal for Velocity Systems,Velocity Systems,Diana Miller,APAC,Partner,Closed Lost,679.07,2025-07-01,2025-02-25,118,Basic,No,Budget,False,126,2025-02,2025-07,2025Q1,2025Q3
OPP-10932,Deal for Elevate Solutions,Elevate Solutions,Charlie Brown,North America,Event,Closed Lost,2998.35,2024-07-19,2024-06-08,26,Enterprise,Yes,No Need,False,41,2024-06,2024-07,2024Q2,2024Q3
OPP-10909,Deal for Elite Dynamics,Elite Dynamics,Alice Johnson,North America,Cold Call,Closed Lost,1100.91,2025-04-21,2025-01-01,110,Basic,No,Price,False,110,2025-01,2025-04,2025Q1,2025Q2
OPP-10619,Deal for Pioneer Systems,Pioneer Systems,Bob Williams,North America,Social Media,Closed Lost,4696.38,2025-06-29,2025-02-09,130,Basic,Yes,No Need,False,140,2025-02,2025-06,2025Q1,2025Q2
OPP-10859,Deal for Astra Dynamics,Astra Dynamics,Alice Johnson,EMEA,Partner,Closed Lost,4578.12,2025-06-30,2025-05-06,45,Basic,No,Price,False,55,2025-05,2025-06,2025Q2,2025Q2
OPP-10807,Deal for Elite Dynamics,Elite Dynamics,Eve Davis,EMEA,Partner,Closed Lost,4192.04,2025-01-21,2024-12-09,43,Enterprise,No,Features,False,43,2024-12,2025-01,2024Q4,2025Q1
OPP-10645,Deal for Catalyst Group,Catalyst Group,Charlie Brown,APAC,Referral,Closed Lost,7422.41,2025-05-06,2025-02-11,84,Pro,No,Budget,False,84,2025-02,2025-05,2025Q1,2025Q2
OPP-10850,Deal for Pioneer Systems,Pioneer Systems,Eve Davis,APAC,Website,Closed Lost,3320.53,2025-02-23,2024-10-28,98,Enterprise,No,Competitor,False,118,2024-10,2025-02,2024Q4,2025Q1
OPP-10556,Deal for Quantum Labs,Quantum Labs,Eve Davis,North America,Cold Call,Closed Lost,3430.46,2024-12-28,2024-09-06,113,Pro,Yes,No Need,False,113,2024-09,2024-12,2024Q3,2024Q4
OPP-10962,Deal for Elevate Solutions,Elevate Solutions,Bob Williams,APAC,Partner,Closed Lost,4234.21,2024-12-24,2024-08-23,123,Basic,Yes,Timing,False,123,2024-08,2024-12,2024Q3,2024Q4
OPP-10577,Deal for Nexus Enterprises,Nexus Enterprises,Eve Davis,EMEA,Social Media,Closed Won,4257.09,2025-04-04,2024-10-02,173,Pro,No,NaN,False,184,2024-10,2025-04,2024Q4,2025Q2
OPP-10795,Deal for GlobalTech,GlobalTech,Eve Davis,North America,Event,Closed Won,3396.83,2025-06-15,2024-12-06,172,Basic,Yes,NaN,False,191,2024-12,2025-06,2024Q4,2025Q2
OPP-10085,Deal for Horizon Digital,Horizon Digital,Diana Miller,North America,Website,Closed Lost,6888.35,2025-05-20,2025-04-15,18,Pro,Yes,Budget,False,35,2025-04,2025-05,2025Q2,2025Q2
OPP-10242,Deal for Prime Ventures,Prime Ventures,Diana Miller,APAC,Partner,Closed Lost,4427.07,2024-12-25,2024-09-13,103,Pro,Yes,Competitor,False,103,2024-09,2024-12,2024Q3,2024Q4
OPP-10698,Deal for Evergreen Tech,Evergreen Tech,Diana Miller,EMEA,Event,Closed Lost,9463.87,2025-06-23,2024-11-09,31,Enterprise,No,No Need,False,226,2024-11,2025-06,2024Q4,2025Q2
OPP-10159,Deal for Astra Dynamics,Astra Dynamics,Alice Johnson,EMEA,Social Media,Closed Lost,1269.38,2025-06-05,2025-04-29,100,Pro,Yes,Budget,False,37,2025-04,2025-06,2025Q2,2025Q2
OPP-10524,Deal for SynergyCorp,SynergyCorp,Eve Davis,APAC,Cold Call,Closed Lost,13301.45,2025-02-08,2025-01-01,38,Enterprise,No,No Need,False,38,2025-01,2025-02,2025Q1,2025Q1
OPP-10035,Deal for Catalyst Group,Catalyst Group,Bob Williams,EMEA,Referral,Closed Lost,4681.15,2025-02-14,2024-11-14,72,Pro,No,No Need,False,92,2024-11,2025-02,2024Q4,2025Q1
OPP-10540,Deal for OmniCorp,OmniCorp,Diana Miller,APAC,Cold Call,Closed Lost,3088.03,2025-03-20,2025-01-27,52,Pro,Yes,Timing,False,52,2025-01,2025-03,2025Q1,2025Q1
OPP-10170,Deal for OmniCorp,OmniCorp,Alice Johnson,North America,Referral,Closed Won,10397.58,2024-10-15,2024-07-09,88,Enterprise,No,NaN,False,98,2024-07,2024-10,2024Q3,2024Q4
OPP-10654,Deal for Zenith Global,Zenith Global,Diana Miller,EMEA,Referral,Closed Lost,3913.38,2025-01-08,2024-09-06,104,Enterprise,Yes,Competitor,False,124,2024-09,2025-01,2024Q3,2025Q1
OPP-10894,Deal for Elevate Solutions,Elevate Solutions,Eve Davis,APAC,Event,Closed Lost,6311.01,2025-09-07,2025-04-04,151,Pro,No,Competitor,False,156,2025-04,2025-09,2025Q2,2025Q3
OPP-10861,Deal for Velocity Systems,Velocity Systems,Eve Davis,APAC,Website,Closed Lost,5054.99,2025-06-28,2025-05-21,38,Basic,Yes,Internal Prioritization,False,38,2025-05,2025-06,2025Q2,2025Q2
OPP-10851,Deal for Prime Ventures,Prime Ventures,Charlie Brown,APAC,Cold Call,Closed Lost,5581.69,2025-03-15,2025-01-18,56,Pro,No,Features,False,56,2025-01,2025-03,2025Q1,2025Q1
OPP-10948,Deal for Pioneer Systems,Pioneer Systems,Charlie Brown,APAC,Partner,Closed Lost,7572.49,2025-09-13,2025-04-20,132,Pro,No,Price,False,146,2025-04,2025-09,2025Q2,2025Q3
OPP-10733,Deal for Nexus Enterprises,Nexus Enterprises,Eve Davis,APAC,Website,Closed Lost,943.0,2025-02-07,2024-12-21,48,Basic,Yes,Budget,False,48,2024-12,2025-02,2024Q4,2025Q1
OPP-10095,Deal for Evergreen Tech,Evergreen Tech,Diana Miller,EMEA,Partner,Closed Lost,5153.31,2025-07-04,2025-02-25,120,Basic,Yes,Timing,False,129,2025-02,2025-07,2025Q1,2025Q3
OPP-10563,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,APAC,Referral,Closed Lost,1490.3,2025-08-01,2025-04-18,105,Pro,Yes,Features,False,105,2025-04,2025-08,2025Q2,2025Q3
OPP-10240,Deal for Astra Dynamics,Astra Dynamics,Eve Davis,APAC,Social Media,Closed Lost,6532.79,2025-01-06,2024-11-27,40,Enterprise,Yes,Competitor,False,40,2024-11,2025-01,2024Q4,2025Q1
OPP-10742,Deal for Elite Dynamics,Elite Dynamics,Diana Miller,APAC,Social Media,Closed Lost,11779.14,2024-12-08,2024-07-19,132,Enterprise,No,Competitor,False,142,2024-07,2024-12,2024Q3,2024Q4
OPP-10574,Deal for OmniCorp,OmniCorp,Eve Davis,North America,Website,Closed Lost,3605.53,2025-04-10,2024-12-09,122,Basic,Yes,No Need,False,122,2024-12,2025-04,2024Q4,2025Q2
OPP-10690,Deal for Catalyst Group,Catalyst Group,Alice Johnson,APAC,Partner,Closed Lost,1736.88,2025-06-21,2025-03-19,94,Basic,Yes,Price,False,94,2025-03,2025-06,2025Q1,2025Q2
OPP-10460,Deal for InnovateCo,InnovateCo,Eve Davis,North America,Event,Closed Lost,3319.24,2025-07-24,2025-05-01,69,Basic,Yes,Internal Prioritization,False,84,2025-05,2025-07,2025Q2,2025Q3
OPP-10553,Deal for GlobalTech,GlobalTech,Diana Miller,EMEA,Referral,Closed Lost,5203.85,2025-01-13,2024-12-03,31,Basic,Yes,No Need,False,41,2024-12,2025-01,2024Q4,2025Q1
OPP-10882,Deal for Velocity Systems,Velocity Systems,Eve Davis,EMEA,Referral,Closed Lost,4864.22,2025-09-04,2025-04-26,131,Basic,No,Timing,False,131,2025-04,2025-09,2025Q2,2025Q3
OPP-10206,Deal for BrightSpark,BrightSpark,Alice Johnson,North America,Website,Closed Lost,2291.28,2024-09-09,2024-07-30,41,Basic,Yes,Competitor,False,41,2024-07,2024-09,2024Q3,2024Q3
OPP-10392,Deal for Fusion Innovations,Fusion Innovations,Charlie Brown,North America,Referral,Closed Lost,7547.62,2025-02-28,2024-10-09,142,Pro,Yes,Internal Prioritization,False,142,2024-10,2025-02,2024Q4,2025Q1
OPP-10794,Deal for Astra Dynamics,Astra Dynamics,Diana Miller,North America,Partner,Closed Lost,1315.69,2025-06-23,2025-05-10,45,Pro,No,Features,False,44,2025-05,2025-06,2025Q2,2025Q2
OPP-10397,Deal for Prime Ventures,Prime Ventures,Bob Williams,APAC,Referral,Closed Lost,1791.64,2024-10-05,2024-07-31,55,Basic,No,Budget,False,66,2024-07,2024-10,2024Q3,2024Q4
OPP-10766,Deal for OmniCorp,OmniCorp,Eve Davis,APAC,Social Media,Closed Lost,3371.68,2025-08-29,2025-04-10,141,Basic,Yes,Price,False,141,2025-04,2025-08,2025Q2,2025Q3
OPP-10852,Deal for InnovateCo,InnovateCo,Eve Davis,North America,Referral,Closed Lost,1162.62,2024-10-27,2024-07-01,118,Basic,No,Competitor,False,118,2024-07,2024-10,2024Q3,2024Q4
OPP-10217,Deal for OmniCorp,OmniCorp,Diana Miller,APAC,Social Media,Closed Lost,12931.61,2025-07-17,2025-05-30,34,Enterprise,No,Internal Prioritization,False,48,2025-05,2025-07,2025Q2,2025Q3
OPP-10004,Deal for Fusion Innovations,Fusion Innovations,Eve Davis,North America,Social Media,Closed Lost,2488.46,2025-08-04,2025-04-24,91,Pro,Yes,Budget,False,102,2025-04,2025-08,2025Q2,2025Q3
OPP-10768,Deal for Elevate Solutions,Elevate Solutions,Alice Johnson,APAC,Referral,Closed Lost,6663.97,2025-01-19,2024-10-06,95,Pro,Yes,Budget,False,105,2024-10,2025-01,2024Q4,2025Q1
OPP-10642,Deal for Nexus Enterprises,Nexus Enterprises,Diana Miller,North America,Event,Closed Lost,15852.02,2024-12-30,2024-10-04,70,Enterprise,No,Competitor,True,87,2024-10,2024-12,2024Q4,2024Q4
OPP-10901,Deal for Nexus Enterprises,Nexus Enterprises,Bob Williams,APAC,Website,Closed Lost,6007.14,2024-08-16,2024-06-12,65,Pro,Yes,Competitor,False,65,2024-06,2024-08,2024Q2,2024Q3
OPP-10612,Deal for BrightSpark,BrightSpark,Charlie Brown,APAC,Cold Call,Closed Lost,7811.57,2025-03-02,2024-11-02,104,Enterprise,Yes,Timing,False,120,2024-11,2025-03,2024Q4,2025Q1
OPP-10738,Deal for Catalyst Group,Catalyst Group,Diana Miller,APAC,Event,Closed Lost,587.16,2025-04-12,2025-01-11,91,Basic,Yes,Internal Prioritization,False,91,2025-01,2025-04,2025Q1,2025Q2
OPP-10546,Deal for Catalyst Group,Catalyst Group,Alice Johnson,APAC,Referral,Closed Lost,3422.85,2025-06-29,2025-04-17,54,Basic,Yes,Competitor,False,73,2025-04,2025-06,2025Q2,2025Q2
OPP-10725,Deal for Catalyst Group,Catalyst Group,Charlie Brown,EMEA,Website,Closed Lost,1988.55,2024-10-22,2024-07-07,100,Pro,No,Timing,False,107,2024-07,2024-10,2024Q3,2024Q4
OPP-10683,Deal for Nexus Enterprises,Nexus Enterprises,Eve Davis,EMEA,Referral,Closed Lost,3104.11,2024-10-17,2024-07-27,82,Basic,No,Internal Prioritization,False,82,2024-07,2024-10,2024Q3,2024Q4
OPP-10098,Deal for Velocity Systems,Velocity Systems,Diana Miller,North America,Cold Call,Closed Lost,5730.17,2025-03-26,2024-11-24,107,Enterprise,Yes,Competitor,False,122,2024-11,2025-03,2024Q4,2025Q1
OPP-10804,Deal for Velocity Systems,Velocity Systems,Eve Davis,EMEA,Referral,Closed Lost,6675.09,2024-09-04,2024-07-15,51,Pro,No,Price,False,51,2024-07,2024-09,2024Q3,2024Q3
OPP-10727,Deal for Pioneer Systems,Pioneer Systems,Alice Johnson,North America,Website,Closed Lost,4767.45,2025-01-12,2024-11-30,43,Enterprise,No,Internal Prioritization,False,43,2024-11,2025-01,2024Q4,2025Q1
OPP-10573,Deal for Horizon Digital,Horizon Digital,Alice Johnson,EMEA,Cold Call,Closed Won,675.46,2025-09-14,2025-03-22,156,Basic,No,NaN,False,176,2025-03,2025-09,2025Q1,2025Q3
OPP-10406,Deal for Evergreen Tech,Evergreen Tech,Eve Davis,EMEA,Website,Closed Lost,3086.14,2025-06-23,2025-03-08,93,Pro,No,Features,False,107,2025-03,2025-06,2025Q1,2025Q2
OPP-10502,Deal for Elevate Solutions,Elevate Solutions,Alice Johnson,APAC,Partner,Closed Lost,10306.53,2025-06-18,2025-02-06,127,Enterprise,Yes,Competitor,False,132,2025-02,2025-06,2025Q1,2025Q2
OPP-10047,Deal for Quantum Labs,Quantum Labs,Charlie Brown,APAC,Website,Closed Won,3301.45,2024-11-23,2024-08-21,77,Enterprise,No,NaN,False,94,2024-08,2024-11,2024Q3,2024Q4
OPP-10032,Deal for Elite Dynamics,Elite Dynamics,Diana Miller,EMEA,Social Media,Closed Lost,3582.87,2025-08-23,2025-05-13,94,Basic,Yes,Internal Prioritization,False,102,2025-05,2025-08,2025Q2,2025Q3
OPP-10779,Deal for Pioneer Systems,Pioneer Systems,Alice Johnson,North America,Website,Closed Lost,7519.85,2024-12-16,2024-08-22,111,Pro,No,Price,False,116,2024-08,2024-12,2024Q3,2024Q4
OPP-10839,Deal for GlobalTech,GlobalTech,Diana Miller,APAC,Event,Closed Lost,2107.02,2025-03-17,2025-01-25,37,Basic,No,Price,False,51,2025-01,2025-03,2025Q1,2025Q1
OPP-10200,Deal for InnovateCo,InnovateCo,Bob Williams,North America,Social Media,Closed Lost,2059.75,2024-09-17,2024-06-03,87,Pro,No,Timing,False,106,2024-06,2024-09,2024Q2,2024Q3
OPP-10134,Deal for Pioneer Systems,Pioneer Systems,Bob Williams,APAC,Event,Closed Lost,1571.24,2025-05-19,2024-12-12,151,Pro,No,Price,False,158,2024-12,2025-05,2024Q4,2025Q2
OPP-10027,Deal for BrightSpark,BrightSpark,Diana Miller,EMEA,Partner,Closed Lost,14453.97,2025-01-31,2024-09-14,125,Enterprise,Yes,Internal Prioritization,False,139,2024-09,2025-01,2024Q3,2025Q1
OPP-10884,Deal for Zenith Global,Zenith Global,Alice Johnson,APAC,Partner,Closed Lost,539.73,2024-10-31,2024-07-22,101,Basic,No,Budget,False,101,2024-07,2024-10,2024Q3,2024Q4
OPP-10230,Deal for Elite Dynamics,Elite Dynamics,Bob Williams,North America,Cold Call,Closed Lost,3913.61,2025-02-22,2025-01-06,47,Basic,Yes,Budget,False,47,2025-01,2025-02,2025Q1,2025Q1
OPP-10489,Deal for Evergreen Tech,Evergreen Tech,Bob Williams,EMEA,Website,Closed Lost,2458.49,2024-08-27,2024-06-17,61,Pro,No,No Need,False,71,2024-06,2024-08,2024Q2,2024Q3
OPP-10772,Deal for Pioneer Systems,Pioneer Systems,Diana Miller,APAC,Website,Closed Lost,2592.09,2025-06-04,2025-05-03,32,Pro,Yes,Competitor,False,32,2025-05,2025-06,2025Q2,2025Q2
OPP-10378,Deal for Fusion Innovations,Fusion Innovations,Eve Davis,APAC,Event,Closed Lost,9048.06,2024-10-13,2024-07-27,58,Enterprise,No,Timing,False,78,2024-07,2024-10,2024Q3,2024Q4
OPP-10288,Deal for Quantum Labs,Quantum Labs,Eve Davis,North America,Event,Closed Lost,4299.8,2025-02-07,2024-10-02,110,Pro,No,Features,False,128,2024-10,2025-02,2024Q4,2025Q1
OPP-10418,Deal for Veridian Corp,Veridian Corp,Eve Davis,APAC,Social Media,Closed Lost,4553.71,2024-12-21,2024-08-17,126,Basic,Yes,Price,False,126,2024-08,2024-12,2024Q3,2024Q4
OPP-10674,Deal for Velocity Systems,Velocity Systems,Eve Davis,North America,Social Media,Closed Lost,1906.55,2025-09-18,2025-05-19,105,Enterprise,No,Price,False,122,2025-05,2025-09,2025Q2,2025Q3
OPP-10391,Deal for Astra Dynamics,Astra Dynamics,Charlie Brown,APAC,Event,Closed Lost,9804.82,2025-02-17,2024-10-01,139,Pro,No,No Need,False,139,2024-10,2025-02,2024Q4,2025Q1
OPP-10592,Deal for Zenith Global,Zenith Global,Bob Williams,APAC,Referral,Closed Won,4176.29,2025-09-05,2025-03-24,146,Pro,Yes,NaN,False,165,2025-03,2025-09,2025Q1,2025Q3
OPP-10498,Deal for Zenith Global,Zenith Global,Bob Williams,EMEA,Event,Closed Lost,11738.54,2024-11-13,2024-07-23,105,Enterprise,Yes,Competitor,False,113,2024-07,2024-11,2024Q3,2024Q4
OPP-10138,Deal for Apex Solutions,Apex Solutions,Diana Miller,North America,Event,Closed Lost,9488.97,2025-06-09,2025-01-03,55,Enterprise,No,Internal Prioritization,False,157,2025-01,2025-06,2025Q1,2025Q2
OPP-10062,Deal for Nexus Enterprises,Nexus Enterprises,Alice Johnson,APAC,Website,Closed Lost,2355.77,2024-11-27,2024-08-29,82,Basic,Yes,No Need,False,90,2024-08,2024-11,2024Q3,2024Q4
OPP-10471,Deal for Quantum Labs,Quantum Labs,Alice Johnson,EMEA,Website,Closed Lost,4494.15,2024-08-21,2024-07-17,25,Basic,No,No Need,False,35,2024-07,2024-08,2024Q3,2024Q3
OPP-10647,Deal for BrightSpark,BrightSpark,Charlie Brown,North America,Event,Closed Lost,5964.86,2024-12-03,2024-06-05,172,Pro,No,Price,False,181,2024-06,2024-12,2024Q2,2024Q4
OPP-10128,Deal for Evergreen Tech,Evergreen Tech,Bob Williams,APAC,Event,Closed Lost,6998.12,2024-07-07,2024-06-05,32,Pro,Yes,Price,False,32,2024-06,2024-07,2024Q2,2024Q3
OPP-10981,Deal for BrightSpark,BrightSpark,Alice Johnson,North America,Referral,Closed Lost,9515.56,2025-03-08,2024-12-13,75,Pro,No,Features,False,85,2024-12,2025-03,2024Q4,2025Q1
OPP-10520,Deal for Quantum Labs,Quantum Labs,Diana Miller,North America,Cold Call,Closed Lost,2531.03,2024-10-24,2024-08-07,78,Basic,Yes,No Need,False,78,2024-08,2024-10,2024Q3,2024Q4
OPP-10838,Deal for Elite Dynamics,Elite Dynamics,Bob Williams,North America,Referral,Closed Lost,5308.55,2025-02-25,2024-10-04,132,Pro,No,Budget,False,144,2024-10,2025-02,2024Q4,2025Q1
OPP-10967,Deal for Elite Dynamics,Elite Dynamics,Bob Williams,APAC,Cold Call,Closed Lost,1303.25,2024-10-23,2024-08-08,76,Pro,Yes,Competitor,False,76,2024-08,2024-10,2024Q3,2024Q4
OPP-10064,Deal for Evergreen Tech,Evergreen Tech,Alice Johnson,North America,Cold Call,Closed Lost,2171.92,2025-04-21,2025-01-14,80,Enterprise,Yes,Competitor,False,97,2025-01,2025-04,2025Q1,2025Q2
OPP-10812,Deal for Prime Ventures,Prime Ventures,Eve Davis,APAC,Social Media,Closed Lost,3384.08,2025-01-20,2024-12-16,21,Basic,No,Competitor,False,35,2024-12,2025-01,2024Q4,2025Q1
OPP-10014,Deal for Apex Solutions,Apex Solutions,Charlie Brown,APAC,Social Media,Closed Lost,10745.84,2025-04-22,2025-03-06,47,Enterprise,Yes,Competitor,False,47,2025-03,2025-04,2025Q1,2025Q2
OPP-10156,Deal for Prime Ventures,Prime Ventures,Charlie Brown,North America,Partner,Closed Lost,10647.54,2025-09-12,2025-05-04,131,Enterprise,Yes,Features,False,131,2025-05,2025-09,2025Q2,2025Q3
OPP-10040,Deal for GlobalTech,GlobalTech,Eve Davis,EMEA,Website,Closed Lost,2910.36,2024-11-02,2024-08-16,78,Basic,Yes,No Need,False,78,2024-08,2024-11,2024Q3,2024Q4
